σ;τ;ξ;x0;y0;Irel;Irel_1;divmin;fitsfiles
9.01665227374606;0.0010000001169946562;3.13944394567397;-7.530331931714199e-6;7.051199696061545e-7;99.99827956061847;1.0557984567958853e-10;1.2513643893568478e-7;/home/ptiede/Research/Projects/VIDA/VidaNoiseScripts/example/Fits/themage_0.fits
9.016652190560471;0.0010000024278060112;1.5591684382063002;7.740608508296879e-6;-2.2010059216612202e-5;99.99870390355483;1.0000825426781166e-10;1.251365952551062e-7;/home/ptiede/Research/Projects/VIDA/VidaNoiseScripts/example/Fits/themage_1.fits
9.003015972774016;0.0010000011264562148;0.0005011155220082379;2.7829966835485987e-5;1.6030021686278537e-5;99.9958295545897;1.0008328238134581e-10;1.2513648156825427e-7;/home/ptiede/Research/Projects/VIDA/VidaNoiseScripts/example/Fits/themage_2.fits
9.016553570620761;0.0010000000302466683;2.445491675609558;3.510705464429767e-6;-1.5455035117669047e-5;99.99751894000146;1.0202548407409098e-10;1.251364925594636e-7;/home/ptiede/Research/Projects/VIDA/VidaNoiseScripts/example/Fits/themage_3.fits
8.894424211221423;0.0010000011130104807;1.2919639360555961;4.850203751260874e-6;-6.950367979306948e-6;99.99992221122031;1.0214210380240513e-10;1.2513679842594515e-7;/home/ptiede/Research/Projects/VIDA/VidaNoiseScripts/example/Fits/themage_4.fits
9.074103602581985;0.0010000006417726461;0.6743257721708895;-6.908902852749547e-6;2.158373858228577e-6;99.99967450990246;1.0133679716404332e-10;1.251358437450468e-7;/home/ptiede/Research/Projects/VIDA/VidaNoiseScripts/example/Fits/themage_5.fits
9.06620942537344;0.0010000000185467857;1.5605516154663357;-1.4540145529851133e-5;1.4532982629179267e-5;99.99553334540511;1.0048551861205484e-10;1.2513600417229394e-7;/home/ptiede/Research/Projects/VIDA/VidaNoiseScripts/example/Fits/themage_6.fits
9.012070635086674;0.001000000006824505;0.9520563812526037;1.4206037233703584e-5;1.0645202719726399e-5;99.99782055298239;1.0232531840571549e-10;1.2513720998567187e-7;/home/ptiede/Research/Projects/VIDA/VidaNoiseScripts/example/Fits/themage_7.fits
8.950326899812783;0.0010000000896775284;1.2656264145239489;1.7461957306451298e-5;-8.949383164948516e-6;99.9990851089536;1.0111961857727402e-10;1.2513721931154644e-7;/home/ptiede/Research/Projects/VIDA/VidaNoiseScripts/example/Fits/themage_8.fits
9.060375990951945;0.0010000015690998672;0.8914974551741781;9.663381866862518e-6;-1.1641202266951471e-6;99.99760424450157;1.021723457238649e-10;1.2513588626659396e-7;/home/ptiede/Research/Projects/VIDA/VidaNoiseScripts/example/Fits/themage_9.fits
